id	type	language	license	rightsHolder	accessRights	bibliographicCitation	references	institutionId	datasetName	ownerInstitutionCode	basisOfRecord	occurrenceId	fieldNumber	recordedBy	verbatimEventDate	year	month	day	eventTime	continent	country	countryCode	stateProvince	county	locality	decimalLatitude	decimalLongitude	verbatimLongitude	verbatimLatitude	geodeticDatum	verbatimCoordinateSystem	taxonID	scientificName	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	vernacularName	occurrenceRemarks	lifeStage	habitat	sex	eventRemarks	organismRemarks	disposition	fieldNotes	LCC	cm/m	ACC	cm/m	Envergadura	cm/m	Longitud Total	
45	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201510:009		"Sanchez, Ivan"	11/10/2015	2015	10	11	ND	South America	Ecuador	EC	Manabí	Manta	Santa Marianita	-0.97132376	-80.83710116	518124	9892639	WGS84	UTM	ec.bio.spp.45778	Arctocephalus australis	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Arctophoca	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Arctophoca	australis	Lobo marino de Galápagos	muerto	ND	ND	hembra	ND	ND	ND	ND								
46	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201510:010		"Pincay, Ronald"	12/10/2015	2015	10	12	ND	South America	Ecuador	EC	Manabí	Manta	Santa Marianita	-0.95690212	-80.83042379	518867	9894233	WGS84	UTM	ec.bio.spp.45778	Arctocephalus australis	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Arctophoca	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Arctophoca	australis	Lobo marino de Galápagos	vivo	ND	ND	hembra	ND	ND	ND	Animal murió días despues								
47	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201510:011		"Lara, Fausto"	13/10/2015	2015	10	13	ND	South America	Ecuador	EC	Manabí	Manta	La Botada	-1.05544795	-80.90624348	510431	9883341	WGS84	UTM	ec.bio.spp.45778	Arctocephalus australis	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Arctophoca	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Arctophoca	australis	Lobo marino de Galápagos	muerto	ND	ND	hembra	ND	ND	ND	ND								
48	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201510:012		"Sanchez, Ivan"	17/10/2015	2015	10	17	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06457676	-80.91004524	510008	9882332	WGS84	UTM	ec.bio.spp.48381	Phoebastria irrorata	Animalia|Chordata|Aves|Procellariiformes|Diomedeidae|Phoebastria	Animalia	Chordata	Aves	Procellariiformes	Diomedeidae	Phoebastria	irrorata	Albatros de las Galápagos	muerto	ND	ND	ND	ND	ND	ND	ND								
49	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201510:013		"Sanchez, Ivan"	18/10/2015	2015	10	18	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06457676	-80.91004524	519857	9882620	WGS84	UTM	ec.bio.spp.45778	Arctocephalus australis	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Arctophoca	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Arctophoca	australis	Lobo marino de Galápagos	muerto	ND	ND	ND	ND	ND	ND	ND								
50	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201511:001		ND	02/10/2015	2015	10	2	ND	South America	Ecuador	EC	Manabí	Sucre	Bahia	-0.594339	-80.422167	ND	ND	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	VIVO	ND	ND	ND	ND	ND	Retorno a océano	RESCATE								
51	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201511:002		ND	03/10/2015	2015	10	3	ND	South America	Ecuador	EC	Manabí	Manta	Santa Marianita	-0.96650147	-80.83476451	518384	9893172	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	MUERTO	ND	ND	ND	Autolisis avanzada	ND	ND	DESCOMPOSICIÓN NO. 3								
52	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201511:003		"Sanchez, Ivan"	03/10/2015	2015	10	3	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.07578617	-80.90466092	510607	9881093	WGS84	UTM	ec.bio.spp.45780	Otaria flavescens	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Otaria	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Otaria	flavescens	Lobo marino	MUERTO	ND	ND	ND	ND	Interacción con Pesquerias	ND	Muerte por interacción pesquera								
53	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201511:004		"Pincay, Ronald"	03/10/2015	2015	10	3	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06956174	-80.90762725	510277	9881781	WGS84	UTM	ec.bio.spp.45780	Otaria flavescens	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Otaria	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Otaria	flavescens	Lobo marino	MUERTO	ND	ND	ND	ND	Interacción con Pesquerias	ND	Muerte por interacción pesquera								
54	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201511:005		"Lopez, Angel"	03/10/2015	2015	10	3	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06815942	-80.90804974	510230	9881936	WGS84	UTM	ND	Otariidae	Animalia|Chordata|Mammalia|Carnivora|Otariidae|ND	Animalia	Chordata	Mammalia	Carnivora	Otariidae	ND	ND	ND	MUERTO	ND	ND	ND	Autolisis avanzada	ND	ND	ND								
55	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201511:006		"Lopez, Yandry"	05/10/2015	2015	10	5	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06640428	-80.90902053	510122	9882130	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	MUERTO	ND	ND	ND	Autolisis avanzada	ND	ND	DESCOMPOSICIÓN NO. 3								
56	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201511:007		"Taffur, Andrés"	14/10/2015	2015	10	14	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06825894	-80.90805873	510229	9881925	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	MUERTO	ND	ND	ND	ND	ND	ND	DESCOMPOSICIÓN NO. 3								
57	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201511:008		ND	16/10/2015	2015	10	16	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06772515	-80.90803178	510232	9881984	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	VIVO	ND	ND	ND	ND		Retorno a océano	RESCATE								
58	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201511:009		"Pincay, Ronald"	16/10/2015	2015	10	16	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.07597616	-80.90453508	510621	9881072	WGS84	UTM	ec.bio.spp.45780	Otaria flavescens	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Otaria	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Otaria	flavescens	Lobo marino	MUERTO	ND	ND	ND	ND	Interacción con Pesquerias	ND	Muerte por interacción pesquera								
59	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201511:010		"Pincay, Ronald"	16/10/2015	2015	10	16	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06772515	-80.90803178	510232	9881984	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	VIVO	ND	ND	ND	ND	fractura	ND	Presentó fractura en aleta								
60	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201511:011		"Taffur, Andrés"	19/10/2015	2015	10	19	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.08039115	-80.90230584	510869	9880584	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	VIVO	ND	ND	ND	ND	ND	Retorno a océano	RESCATE								
61	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201511:012		"Taffur, Andrés"	19/10/2015	2015	10	19	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.08039115	-80.90230584	510869	9880584	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	VIVO	ND	ND	ND	ND	ND	Retorno a océano	Presentó deshidratación y ahogamiento								
62	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201512:001		"Sanchez, Ivan"	04/12/2015	2015	12	4	ND	South America	Ecuador	EC	Manabí	Manta	Santa Marianita	-0.96301818	-80.83287721	518594	9893557	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	muerto	ND	ND	hembra	ND	Interacción con Pesquerias	entierro técnico	Presentó fractura caparazón y anzuelo por interacción pesquería								
63	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201512:002		"Lopez, Yandry"	14/12/2015	2015	12	14	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.07044835	-80.90704298	510342	9881683	WGS84	UTM	ec.bio.spp.45448	Lepidochelys olivacea	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Lepidochelys	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	olivacea	Tortuga golfina	muerto	ND	ND	macho	ND	ND	entierro técnico	AVANZADA DESCOMPOSICIÓN								
64	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201512:003		"Lopez, Yandry"	15/12/2015	2015	12	15	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.07478193	-80.90491262	510579	9881204	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	muerto	ND	ND	hembra	ND	ND	entierro técnico	ESTADO DESCOMPOSICIÓN 3 SIN DEFINIR CAUSA DE MUERTE.								
65	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201512:004		"Lopez, Yandry"	18/12/2015	2015	12	18	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06864797	-80.90772615	510266	9881882	WGS84	UTM	ec.bio.spp.45446	Chelonia mydas	Animalia|Chordata|Reptilia|Testudines|Cheloniidae|Chelonia	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Tortuga verde	vivo	ND	ND	hembra	ND	Anzuelo		PRESENTABA ANZUELO EN EL ESÓFAGO								
66	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201512:005		"Reyes, Victor"	23/12/2015	2015	12	23	ND	South America	Ecuador	EC	Manabí	Manta	San Lorenzo	-1.06483913	-80.90989244	510025	9882303	WGS84	UTM	ec.bio.spp.45780	Otaria flavescens	Animalia|Chordata|Mammalia|Carnivora|Otariidae|Otaria	Animalia	Chordata	Mammalia	Carnivora	Otariidae	Otaria	flavescens	Lobo marino	muerto	ND	ND	ND	ND			AVANZADA DESCOMPOSICIÓN								
67	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201705:001		"Bazurto, Yolanda|Jhonny Martinez"	31/05/2017	2017	5	31	17:00:00	South America	Ecuador	EC	Guayas	ND	Area Nacional de Recreacion Playas Villamil	-2.63862039	-80.39959417	566741	9708335	WGS84	UTM	ec.bio.spp.45797	Megaptera novaeangliae	Animalia|Chordata|Mammalia|Cetacea|Balaenopteridae|Megaptera	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae	Ballena jorobada	muerto	adulto	playa	hembra	Autolisis incipiente			Ballena totalmente inflada producción del proceso de putrefacción								
68	event	es	https://creativecommons.org/licenses/by-nc/4.0/	"Ministerio del Ambiente, Agua y Transición Ecológica"	CC BY-NC 4.0	"Ministerio del Ambiente, Agua y Transición Ecológica. 2021. Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020, Ecuador."	https://www.researchgate.net/publication/336722056_PROTOCOLO_DE_RESPUESTA_A_VARAMIENTOS_DE_ESPECIES_MARINAS_EN_ECUADOR	http://www.ambiente.gob.ec	Registro de varamientos/mortalidad de fauna marino-costera en Ecuador continental para el periodo 2015 - 2020	MAATE	HumanObservation	EC:AAN:VAR:201706:001		"Salmeron, Wilter|Jhonny Marti­nez"	17/06/2017	2017	6	17	17:00:00	South America	Ecuador	EC	Guayas	ND	Area Nacional de Recreacion Playas Villamil	-2.67305252	-80.36517704	570565	9704527	WGS84	UTM	ec.bio.spp.45797	Megaptera novaeangliae	Animalia|Chordata|Mammalia|Cetacea|Balaenopteridae|Megaptera	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	novaeangliae	Ballena jorobada	muerto	adulto	playa	hembra	Autolisis avanzada	corte		En avanzado estado de descomposicii³n con cortes en el cuerpo								
